AREA_SQ_MI,AREA_ACRE,PERIMETER,Trigger_,Shape__Area,Shape__Length,OBJECTID,NAME,FIELD_CODE,StartDate,EndDate,NoticeDate,District_pre2018,District,District_Label
9.63,2450.55,699,,31174748.7550034,28872.5495956304,1046,"Shafter, North",699,2002/01/18 00:00:00+00,,2002/05/14 00:00:00+00,4,Inland,Inland District
3.5,321.97,446,,1947439.50044778,6902.39376020253,1047,McClung (ABD),446,1111/01/01 00:00:00+00,,,4,Inland,Inland District
3.17,374.72,652,,2062088.35031914,6021.24298120997,1048,San Emigdio Creek (ABD),652,1111/01/01 00:00:00+00,,,4,Inland,Inland District
3.06,334.56,648,,1849404.06891365,5836.84631975341,1049,San Emigdio (ABD),650,1111/01/01 00:00:00+00,,,4,Inland,Inland District
2.97,317.37,697,,1966144.03849195,5942.16411422191,1050,Shafter (ABD),697,1111/01/01 00:00:00+00,,,4,Inland,Inland District
2.97,316.92,692,,1980254.72413648,5959.00929682998,1051,"Semitropic, NW Gas (ABD)",692,1111/01/01 00:00:00+00,,,4,Inland,Inland District
1.99,157.75,24,,982400.960234685,3964.75458128222,1052,Antelope Plains Gas (ABD),024,1111/01/01 00:00:00+00,,,4,Inland,Inland District
2.01,160.92,342,,972610.003924635,3944.85694974815,1053,Kernsumner (ABD),342,1111/01/01 00:00:00+00,,,4,Inland,Inland District
1.98,155.22,759,,942675.8773134,3885.04651301624,1054,Temblor East (ABD),759,1111/01/01 00:00:00+00,,,4,Inland,Inland District
1.97,154.56,754,,973843.125525835,3947.36510743929,1055,Tejon Flats (ABD),754,1111/01/01 00:00:00+00,,,4,Inland,Inland District
0.08,53.96,1.16,,331427.6909791,2302.99150689516,1056,"Buena Park, West (ABD)",078,1111/01/01 00:00:00+00,,,1,Southern,Southern District
23.95,12176.39,628,,76726856.0844522,53446.2569974743,1057,Round Mountain,628,2010/06/08 00:00:00+00,,2010/06/08 00:00:00+00,4,Inland,Inland District
41.06,20740,432,,131527952.254351,85417.377085794,1058,Lost Hills,432,2014/08/07 00:00:00+00,,2003/03/03 00:00:00+00,4,Inland,Inland District
,,,,5376815.64287002,10880.0094256713,1059,Elizabeth Canyon (ABD),226,2014/10/22 00:00:00+00,,,2,Northern,Northern District
5.66,0,12.89,,25173324.8170573,26015.9192445543,1060,Ash Slough Gas (ABD),051,1995/10/23 00:00:00+00,,1995/10/23 00:00:00+00,5,Northern,Northern District
5.77,3690.37,10.05,,24948650.477034,21509.730197977,1061,Tracy Gas (ABD),786,1977/12/02 00:00:00+00,,1977/12/02 00:00:00+00,6,Northern,Northern District
19.11,0,42.78,,76535775.3496482,85598.6043698627,1062,Helm,300,1989/10/23 00:00:00+00,,1989/10/23 00:00:00+00,5,Inland,Inland District
17.97,11499.46,24.84,,77525046.4403103,52072.2452717126,1070,Sutter City Gas,732,2003/09/18 00:00:00+00,,,6,Northern,Northern District
5.8,3712.78,14.66,,23644959.6425202,29552.8899235113,1072,River Break Gas,610,1993/06/10 00:00:00+00,,,6,Northern,Northern District
2.12,0,7.04,,9565025.98722943,14050.0538733112,1074,Van Ness Slough,809,1989/05/23 00:00:00+00,,1989/05/23 00:00:00+00,5,Inland,Inland District
12.95,4686.33,648,,29541358.1703434,27606.4599201498,1075,San Emidio Nose,648,1988/01/01 00:00:00+00,,1988/01/01 00:00:00+00,4,Inland,Inland District
34.79,22270,30.39,,153179056.147622,64056.8803341151,1076,Malton-Black Butte Gas,444,2005/02/23 00:00:00+00,,,6,Northern,Northern District
11.34,7258.56,19.49,,51506023.0624515,43254.3724699219,1077,Rice Creek Gas,596,2005/02/23 00:00:00+00,,,6,Northern,Northern District
4.62,2958.12,11.13,,20336586.7673539,23341.0644552244,1078,"Rice Creek, East, Gas",597,2005/02/23 00:00:00+00,,,6,Northern,Northern District
4.45,2848.69,11.91,,19280720.9989477,24876.6363391829,1079,Ord Bend Gas,526,2005/02/23 00:00:00+00,,,6,Northern,Northern District
0.62,395.94,3.49,,2680030.70051395,7247.84356991032,1080,Angel Slough Gas (ABD),016,2005/02/23 00:00:00+00,,,6,Northern,Northern District
20.53,13141.07,28.09,,88645688.3340163,58305.8454389588,1083,Arbuckle Gas,026,2005/02/23 00:00:00+00,,,6,Northern,Northern District
7.53,4821,13.98,,32445097.1078758,29133.5944095566,1084,West Butte Gas,828,2005/02/23 00:00:00+00,,,6,Northern,Northern District
3.74,2392.34,9.95,,17300456.8159984,20847.1244029306,1085,Butte Slough Gas,090,2005/02/23 00:00:00+00,,,6,Northern,Northern District
7.48,4789.19,12.02,,32412760.0842834,24886.4619249396,1086,Sycamore Gas,734,2005/02/23 00:00:00+00,,,6,Northern,Northern District
17.5,11200.76,21.4,,75379553.303531,44502.0050549302,1087,Tisdale Gas,776,2005/02/23 00:00:00+00,,1990/02/07 00:00:00+00,6,Northern,Northern District
5.03,3219.1,12.02,,21541985.7144093,24944.4030209093,1088,Everglade Gas,243,2005/02/23 00:00:00+00,,,6,Northern,Northern District
6.9,4417.7,13.11,,29447099.5716428,27146.4253195672,1089,Buckeye Gas,074,2005/02/23 00:00:00+00,,,6,Northern,Northern District
5.18,3312.74,12.29,,22310596.0748096,25171.426087769,1090,Cache Creek Gas,093,2005/02/23 00:00:00+00,,,6,Northern,Northern District
13.21,8455.67,21.23,,55727197.2877531,43762.1234474859,1091,Conway Ranch Gas,172,2005/02/23 00:00:00+00,,,6,Northern,Northern District
20.57,13166.05,28.14,,87882624.4118727,57883.2883556875,1092,Winters Gas,852,2005/02/23 00:00:00+00,,,6,Northern,Northern District
3.97,2541.36,9.97,,16718222.2348102,20450.0574066877,1094,Elkhorn Slough Gas,229,2005/02/23 00:00:00+00,,,6,Northern,Northern District
12.38,7922.42,18.26,,54152052.1601128,41523.6522525744,1095,"Thornton, W.-Walnut Grove Gas",772,2005/02/23 00:00:00+00,,,6,Northern,Northern District
40.31,25798.66,34.84,,169287841.847113,71363.8689774014,1096,River Island Gas,612,2005/02/23 00:00:00+00,,,6,Northern,Northern District
11.27,7215.25,15.06,,47579982.9029736,30898.6575087203,1097,Thornton Gas (ABD),770,2005/02/23 00:00:00+00,,,6,Northern,Northern District
2.67,1707.63,6.65,,15602167.9531811,18006.9893171073,1098,Van Sickle Island Gas,810,2005/02/23 00:00:00+00,,,6,Northern,Northern District
9.29,5946.26,15.04,,38966834.7412479,30769.9294599397,1099,Dutch Slough Gas,218,2005/02/23 00:00:00+00,,,6,Northern,Northern District
18.05,11548.98,18.59,,74666162.1217108,37940.9474083326,1100,McDonald Island Gas,452,2005/02/23 00:00:00+00,,,6,Northern,Northern District
10.7,6848.54,21.13,,45532759.0707416,43452.9803882504,1101,Roberts Island Gas,616,2005/02/23 00:00:00+00,,,6,Northern,Northern District
8.03,1597.43,479,,12727589.0973048,25736.2131851766,1107,Monument Junction,479,2005/02/23 00:00:00+00,,,4,Inland,Inland District
0.6,386.4,3.25,,1882642.32592852,5826.98155863492,1116,San Clemente (ABD),646,2015/01/07 00:00:00+00,,,1,Southern,Southern District
6,3999,14.24,,24028686.1042272,28259.1277387898,1117,Seal Beach,688,2015/01/08 00:00:00+00,,,1,Southern,Southern District
5.64,3482,13.22,,20414148.0682915,25077.6416366976,1118,Newhall-Potrero,500,2015/01/09 00:00:00+00,,,2,Northern,Northern District
16.5,10810,27.57,,64170873.5899441,55027.710133311,1119,Newhall,498,2015/01/09 00:00:00+00,,,2,Northern,Northern District
18.27,10890,27.47,,65327117.279611,52326.5268750621,1120,Torrance,782,2015/01/09 00:00:00+00,,,1,Southern,Southern District
,,,,239499.85203422,1957.77068221189,1123,Canoga Park,108,1111/01/11 00:00:00+00,,,1,Southern,Southern District
30.79,20440,31.56,,119727558.659786,63355.6320728125,1124,Wilmington,849,2015/01/09 00:00:00+00,,,1,Southern,Southern District
38.65,0,32.5,,155219353.423392,65383.1262487136,1125,Vallecitos,806,1111/01/01 00:00:00+00,,,5,Northern,Northern District
8,5121,22.14,,32464762.7661549,44568.1712813883,1126,Hollister,302,1111/01/11 00:00:00+00,,,5,Northern,Northern District
0,0,0,,7013328.32713457,12062.9406709706,1127,Bitterwater,058,1111/01/11 00:00:00+00,,,5,Northern,Northern District
6.38,1458,10.92,,25109790.8035352,21818.6162725142,1128,Guadalupe (ABD),286,1111/01/11 00:00:00+00,,,3,Northern,Northern District
59.19,38540,50.74,,232213530.158039,99783.1932524788,1129,Santa Maria Valley,668,1111/01/11 00:00:00+00,,,3,Northern,Northern District
4.13,2624,9.19,,15934187.3423963,18194.9504747509,1130,Arroyo Grande,028,1111/01/11 00:00:00+00,,,3,Northern,Northern District
3.37,2180,9.98,,13086260.0914605,19631.2043702707,1131,Barham Ranch,038,1111/01/11 00:00:00+00,,,3,Northern,Northern District
4.56,2950,11.47,,17728544.4593356,22610.4815014459,1132,Careaga Canyon,116,1111/01/11 00:00:00+00,,,3,Northern,Northern District
10.06,6576,16.15,,39548362.7896919,32083.3568118815,1133,Casmalia,122,1111/01/11 00:00:00+00,,,3,Northern,Northern District
41.06,26450,34.94,,159269579.038617,68807.9242502916,1134,Cat Canyon,128,1111/01/11 00:00:00+00,,,3,Northern,Northern District
2.01,1295,6.1,,7791204.38744552,12014.7284499174,1135,Four Deer (ABD),250,1111/01/11 00:00:00+00,,,3,Northern,Northern District
3.76,2411,10.88,,14506590.8512878,21339.1691664372,1136,Jesus Maria,334,1111/01/11 00:00:00+00,,,3,Northern,Northern District
2.68,1705,6.86,,10744657.0382466,13751.2216142893,1137,King City (ABD),350,1111/01/11 00:00:00+00,,,3,Northern,Northern District
13.36,8584,25.23,,51550137.1542202,49633.266063115,1138,Lompoc,410,1111/01/11 00:00:00+00,,,3,Northern,Northern District
2.48,1603,6.91,,9841929.98982995,13808.2463228321,1139,Los Alamos,420,1111/01/11 00:00:00+00,,,3,Northern,Northern District
2.58,1673,6.56,,10119360.5784701,13032.8011514439,1140,Lynch Canyon,436,1111/01/11 00:00:00+00,,,3,Northern,Northern District
3.21,2141,7.2,,13429646.4370349,14690.318532149,1141,McCool Ranch,448,1111/01/11 00:00:00+00,,,3,Northern,Northern District
2.51,1612,7.97,,10030031.9727254,15930.3138788491,1142,Monroe Swell,474,1111/01/11 00:00:00+00,,,3,Northern,Northern District
2.32,1483,6.09,,8881445.35494619,11917.3105968866,1143,Morales Canyon,486,1111/01/11 00:00:00+00,,,3,Northern,Northern District
1.38,883.6,4.84,,5315524.43634158,9503.76154319967,1144,"Harris Canyon, Northwest (ABD)",295,1111/01/11 00:00:00+00,,,3,Northern,Northern District
17.08,11010,21.03,,66333960.8227279,41375.9598654599,1145,Orcutt,524,1111/01/11 00:00:00+00,,,3,Northern,Northern District
1.02,651.9,4.04,,3946284.97013774,7946.89666490119,1146,Quinado Canyon (ABD),580,1111/01/11 00:00:00+00,,,3,Northern,Northern District
6.91,4431,16.87,,26868608.9832836,33218.0424306376,1147,Russell Ranch,632,1111/01/11 00:00:00+00,,,3,Northern,Northern District
20.57,13180,21.83,,81465410.5606995,43576.0659489846,1148,San Ardo,644,1111/01/11 00:00:00+00,,,3,Northern,Northern District
0.95,606.7,3.9,,3690530.66389321,7681.01870640059,1149,Sisquoc Ranch (ABD),711,1111/01/11 00:00:00+00,,,3,Northern,Northern District
9.66,6334,16.15,,37439584.4045585,31790.7956718411,1150,"Cuyama, South",188,1111/01/11 00:00:00+00,,,3,Northern,Northern District
8.81,5665,15.25,,34012162.856646,29882.2698271313,1151,Zaca,860,1111/01/11 00:00:00+00,,,3,Northern,Northern District
4.54,2904,10.87,,17586483.9707501,21372.6667596342,1152,Huasna,318,1111/01/11 00:00:00+00,,,3,Northern,Northern District
3.82,2452,7.85,,14681057.7986734,15347.3418290802,1153,Lopez Canyon (ABD),418,1111/01/11 00:00:00+00,,,3,Northern,Northern District
3.74,2394,10,,14899058.1343322,19891.8304039831,1154,Paris Valley,534,1111/01/11 00:00:00+00,,,3,Northern,Northern District
0.27,171.7,2.07,,1051627.65642312,4103.26302438369,1155,"Cuyama, Central (ABD)",186,1111/01/11 00:00:00+00,,,3,Northern,Northern District
1.86,1191,5.91,,7138503.5609721,11558.1013434548,1156,Summerland (ABD),724,1111/01/11 00:00:00+00,,,3,Northern,Northern District
2.02,1328,6.5,,8049599.73306018,12740.4143957619,1157,Alegria (ABD),006,1111/01/11 00:00:00+00,,,3,Northern,Northern District
1.9,1238,5.51,,7386828.17893702,10884.562920868,1158,Capitan (ABD),114,1111/01/11 00:00:00+00,,,3,Northern,Northern District
5.44,3605,11.65,,21595200.9317882,22944.8877434904,1159,Elwood,234,1111/01/11 00:00:00+00,,,3,Northern,Northern District
1.91,1305,5.81,,7774710.54985765,11772.8709931861,1160,La Goleta Gas,368,1111/01/11 00:00:00+00,,,3,Northern,Northern District
1.41,869.3,5.27,,5199975.02226272,10080.9301922136,1161,Mesa (ABD),462,1111/01/11 00:00:00+00,,,3,Northern,Northern District
1.52,1024,5.03,,6111058.28714674,10125.7309758892,1162,Refugio Cove Gas (ABD),594,1111/01/11 00:00:00+00,,,3,Northern,Northern District
1,619.5,3.99,,3693966.63617497,7687.91374373112,1163,Glen Annie Gas (ABD),268,1111/01/11 00:00:00+00,,,3,Northern,Northern District
0.52,317.3,3.02,,1938778.20308342,5872.38190652233,1164,Goleta (ABD),270,1111/01/11 00:00:00+00,,,3,Northern,Northern District
0.98,647.5,3.96,,3792669.68442616,7808.89343111065,1165,Las Varas Canyon (ABD),388,1111/01/11 00:00:00+00,,,3,Northern,Northern District
2.12,1402,6.59,,8273378.18034154,12831.1175885403,1166,San Miguelito,658,1111/01/11 00:00:00+00,,,3,Northern,Northern District
9.68,6212,18.89,,37070373.0479532,36885.7711338903,1167,South Mountain,714,1111/01/11 00:00:00+00,,,2,Northern,Northern District
1.21,795.7,4.56,,4771849.43123567,9040.09853674843,1168,West Mountain,830,1111/01/11 00:00:00+00,,,2,Northern,Northern District
4.72,3052,15.08,,18163037.2623513,29405.2393870733,1169,Fillmore,246,1111/01/11 00:00:00+00,,,2,Northern,Northern District
3.74,2394,8.56,,14490766.6673281,16634.5467785103,1170,Bardsdale,036,1111/01/11 00:00:00+00,,,2,Northern,Northern District
4.85,3093,10,,18710208.774904,19540.4102278246,1171,Shiells Canyon,708,1111/01/11 00:00:00+00,,,2,Northern,Northern District
25.08,16180,20.5,,95866037.2059488,40174.4282686213,1172,Sespe,694,1111/01/11 00:00:00+00,,,2,Northern,Northern District
1.17,747.3,5,,4487365.77969278,9702.8665541095,1173,Chaffee Canyon,130,1111/01/11 00:00:00+00,,,2,Northern,Northern District
1.81,1172,5.9,,6915985.29577115,11756.993739885,1174,Torrey Canyon,784,1111/01/11 00:00:00+00,,,2,Northern,Northern District
4.37,2724,9.17,,16181364.3395148,17972.009346915,1175,Oakridge,514,1111/01/11 00:00:00+00,,,2,Northern,Northern District
0.11,108.7,1.39,,647028.13330289,3337.9268340018,1176,Tapo Ridge,748,1111/01/11 00:00:00+00,,,2,Northern,Northern District
1.14,813.5,5.17,,4857581.96471579,10391.3610956431,1177,Santa Susana,672,1111/01/11 00:00:00+00,,,2,Northern,Northern District
1.3,831.4,5.08,,4950998.53611964,9845.10126575212,1178,"Tapo Canyon, South",746,1111/01/11 00:00:00+00,,,2,Northern,Northern District
0.73,464.4,4.41,,2811146.18401778,8697.74100512511,1179,Big Mountain,056,1111/01/11 00:00:00+00,,,2,Northern,Northern District
0.9,590.4,4.45,,3514497.32397078,8775.82016496044,1180,Oak Park,512,1111/01/11 00:00:00+00,,,2,Northern,Northern District
11.54,7386,22.03,,43991920.1347982,43033.810685611,1181,Simi,710,1111/01/11 00:00:00+00,,,2,Northern,Northern District
3.07,2004,7.09,,11812909.9457317,13895.6482323837,1182,Hopper Canyon,310,1111/01/11 00:00:00+00,,,2,Northern,Northern District
4.1,2664,8.13,,15880761.0062593,16077.8245424021,1183,Piru (ABD),546,1111/01/11 00:00:00+00,,,2,Northern,Northern District
3.35,2183,8.86,,12859803.9412462,17383.9132784793,1184,Temescal,764,1111/01/11 00:00:00+00,,,2,Northern,Northern District
0.11,67.46,1.43,,404372.97312114,2681.47364771609,1185,Piru Creek (ABD),548,1111/01/11 00:00:00+00,,,2,Northern,Northern District
1.16,713.7,4.56,,4279314.79024067,8768.28443431934,1186,"Tapo, North",744,1111/01/11 00:00:00+00,,,2,Northern,Northern District
1.47,1039,4.93,,6222167.87358641,10204.751865444,1187,Eureka Canyon,242,1111/01/11 00:00:00+00,,,2,Northern,Northern District
0.93,665,5.2,,3903613.41458673,10921.6177065903,1188,El Rio (ABD),230,1111/01/11 00:00:00+00,,,2,Northern,Northern District
12.12,7928,14.4,,46859123.3821007,28824.6805077308,1189,Oxnard,530,1111/01/11 00:00:00+00,,,2,Northern,Northern District
1.37,938.5,8.15,,5891152.05615748,16420.6246276809,1190,Santa Clara Avenue,662,1111/01/11 00:00:00+00,,,2,Northern,Northern District
6.04,3892,10.01,,23090345.8350627,19636.3486637763,1191,Conejo (ABD),170,1111/01/11 00:00:00+00,,,2,Northern,Northern District
0.77,483.6,4.17,,2877694.79627294,8191.67708899273,1192,Oakview (ABD),516,1111/01/11 00:00:00+00,,,2,Northern,Northern District
0.57,333.3,3.31,,1990563.18561949,6236.9058675627,1193,Long Canyon (ABD),416,1111/01/11 00:00:00+00,,,2,Northern,Northern District
0.78,618.2,3.76,,3438861.34392276,8127.53182301667,1194,Moorpark (ABD),484,1111/01/11 00:00:00+00,,,2,Northern,Northern District
1.37,916.3,6.5,,5441736.70845343,13082.2334718935,1195,Moorpark West,485,1111/01/11 00:00:00+00,,,2,Northern,Northern District
1.03,661.7,4.06,,3937440.43357513,7937.09546647147,1196,Somis (ABD),712,1111/01/11 00:00:00+00,,,2,Northern,Northern District
1.55,1008,7.15,,5989336.91772406,14148.0349787768,1197,Las Posas (ABD),386,1111/01/11 00:00:00+00,,,2,Northern,Northern District
4.45,2843,8.96,,17046127.2800925,17593.8153882089,1198,Timber Canyon,774,1111/01/11 00:00:00+00,,,2,Northern,Northern District
18.2,11060,20.46,,65757977.1771853,39666.997424852,1199,Ventura,814,1111/01/11 00:00:00+00,,,2,Northern,Northern District
0.11,70.97,1.37,,417917.09331994,2662.14814369525,1200,Canada Larga,102,1111/01/11 00:00:00+00,,,2,Northern,Northern District
14.57,9357,25.26,,54683321.5101066,42090.7018449282,1201,Santa Paula (ABD),670,1111/01/11 00:00:00+00,,,2,Northern,Northern District
3.82,34050,8.2,,203236151.966284,77126.789956869,1202,Ojai,520,1111/01/11 00:00:00+00,,,2,Northern,Northern District
3.99,2553,9.98,,15123336.3473249,19441.6650048076,1203,Cabrillo,091,1111/01/11 00:00:00+00,,,2,Northern,Northern District
3.19,2044,14.86,,12334972.7335758,29223.9898252111,1204,Saticoy,678,1111/01/11 00:00:00+00,,,2,Northern,Northern District
17.2,10890,23.23,,63945262.8107812,44965.7997437645,1205,Huntington Beach,320,1111/01/11 00:00:00+00,,,1,Southern,Southern District
6.5,4094,12.31,,23701122.7013185,23479.8989460915,1206,"Newport, West",504,1111/01/11 00:00:00+00,,,1,Southern,Southern District
13.3,8492,16.81,,50374223.6327882,31825.9696778591,1207,"Montalvo, West",476,1111/01/11 00:00:00+00,,,2,Northern,Northern District
0.05,32.17,0.9,,161119.869724415,1634.64870448399,1208,Rincon Creek (ABD),601,1111/01/11 00:00:00+00,,,2,Northern,Northern District
,,,,4333011.35330209,8330.12395864753,1209,Taylor Canyon (ABD),750,2014/10/22 00:00:00+00,,,3,Northern,Northern District
30.33,15711.84,52,,99133636.4622643,64011.1731532914,1210,"Belridge, South",052,2016/12/22 00:00:00+00,,1984/01/01 00:00:00+00,4,Inland,Inland District
